respondent_id,date,region,age_group,gender,education,device,Q1: Best programming language for beginners?,Q2: Preferred work mode?,Q3: Most important skill in 2024?,Q4: Preferred learning platform?,Q5: Job satisfaction level?
R0242,2024-03-01,West,18-24,Female,High School,Mobile,Others,Hybrid,AI/ML,YouTube,Satisfied
R0243,2024-03-01,North,18-24,Female,Bachelor,Mobile,C++,Remote,Blockchain,Coursera,Dissatisfied
R0244,2024-03-01,West,45-54,Prefer not to say,Bachelor,Tablet,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R0245,2024-03-02,East,35-44,Female,Master,Mobile,Python,Remote,AI/ML,YouTube,Satisfied
R0246,2024-03-02,South,55+,Female,Bachelor,Desktop,Python,Hybrid,Cybersecurity,Coursera,Satisfied
R0247,2024-03-02,Central,55+,Female,Bachelor,Desktop,Python,Hybrid,AI/ML,Coursera,Satisfied
R0248,2024-03-02,South,55+,Female,Master,Mobile,C++,Remote,Cybersecurity,YouTube,Neutral
R0249,2024-03-03,South,45-54,Non-binary,High School,Mobile,Others,Hybrid,Data Analytics,Udemy,Satisfied
R0250,2024-03-03,South,25-34,Female,Bachelor,Mobile,JavaScript,Hybrid,Data Analytics,Others,Satisfied
R0251,2024-03-03,Central,45-54,Female,PhD,Mobile,Python,On-site,Cloud Computing,LinkedIn Learning,Dissatisfied
R0252,2024-03-03,North,55+,Male,Bachelor,Desktop,C++,Remote,Cloud Computing,Udemy,Neutral
R0253,2024-03-04,West,18-24,Male,Bachelor,Desktop,Python,Remote,Blockchain,YouTube,Very Dissatisfied
R0254,2024-03-04,West,45-54,Male,High School,Desktop,Java,Hybrid,AI/ML,Udemy,Neutral
R0255,2024-03-04,West,45-54,Female,Master,Mobile,JavaScript,Remote,Cloud Computing,Coursera,Very Satisfied
R0256,2024-03-04,South,18-24,Female,PhD,Mobile,Others,Hybrid,AI/ML,YouTube,Satisfied
R0257,2024-03-05,West,45-54,Male,High School,Mobile,Python,Remote,AI/ML,LinkedIn Learning,Dissatisfied
R0258,2024-03-05,South,55+,Male,Bachelor,Mobile,JavaScript,On-site,Cybersecurity,Coursera,Neutral
R0259,2024-03-05,North,55+,Female,Bachelor,Desktop,JavaScript,Remote,Cybersecurity,YouTube,Neutral
R0260,2024-03-05,Central,45-54,Female,Bachelor,Mobile,Java,Remote,Cloud Computing,YouTube,Very Satisfied
R0261,2024-03-06,West,18-24,Female,Bachelor,Mobile,JavaScript,Remote,AI/ML,Udemy,Very Satisfied
R0262,2024-03-06,Central,18-24,Male,Master,Mobile,Python,Remote,AI/ML,LinkedIn Learning,Satisfied
R0263,2024-03-06,West,55+,Male,PhD,Mobile,Others,Remote,Cybersecurity,Coursera,Satisfied
R0264,2024-03-06,West,45-54,Male,High School,Desktop,JavaScript,On-site,Cybersecurity,Others,Neutral
R0265,2024-03-07,South,18-24,Female,Master,Mobile,Python,On-site,Cloud Computing,Coursera,Satisfied
R0266,2024-03-07,North,25-34,Male,High School,Desktop,Python,On-site,Data Analytics,YouTube,Neutral
R0267,2024-03-07,East,55+,Male,Master,Desktop,Python,Remote,Cybersecurity,Udemy,Satisfied
R0268,2024-03-07,West,25-34,Female,High School,Desktop,Python,Remote,AI/ML,YouTube,Satisfied
R0269,2024-03-08,South,45-54,Male,Bachelor,Mobile,Python,Remote,Cloud Computing,Coursera,Satisfied
R0270,2024-03-08,East,35-44,Male,Bachelor,Tablet,JavaScript,Hybrid,AI/ML,LinkedIn Learning,Neutral
R0271,2024-03-08,East,55+,Male,High School,Desktop,Java,Remote,AI/ML,YouTube,Satisfied
R0272,2024-03-08,West,35-44,Male,Bachelor,Mobile,Python,Hybrid,Blockchain,LinkedIn Learning,Very Satisfied
R0273,2024-03-09,Central,45-54,Female,Bachelor,Mobile,Python,Remote,AI/ML,YouTube,Satisfied
R0274,2024-03-09,West,25-34,Male,PhD,Tablet,Java,On-site,Cloud Computing,Others,Very Satisfied
R0275,2024-03-09,South,25-34,Male,High School,Desktop,Java,Hybrid,AI/ML,LinkedIn Learning,Neutral
R0276,2024-03-09,South,35-44,Male,Bachelor,Tablet,Python,Hybrid,Data Analytics,Udemy,Very Satisfied
R0277,2024-03-10,North,18-24,Female,Bachelor,Mobile,Others,Hybrid,AI/ML,Coursera,Neutral
R0278,2024-03-10,North,25-34,Female,Bachelor,Mobile,Python,Remote,AI/ML,Coursera,Very Satisfied
R0279,2024-03-10,North,45-54,Prefer not to say,Master,Desktop,Python,On-site,AI/ML,Others,Very Dissatisfied
R0280,2024-03-10,West,55+,Female,Bachelor,Mobile,JavaScript,Remote,Cybersecurity,Others,Very Satisfied
R0281,2024-03-11,West,55+,Non-binary,PhD,Mobile,Others,Hybrid,AI/ML,Coursera,Neutral
R0282,2024-03-11,South,35-44,Female,High School,Desktop,Java,Hybrid,AI/ML,YouTube,Satisfied
R0283,2024-03-11,Central,25-34,Female,Bachelor,Mobile,C++,Hybrid,AI/ML,Coursera,Very Satisfied
R0284,2024-03-11,East,35-44,Male,Bachelor,Mobile,C++,On-site,AI/ML,LinkedIn Learning,Satisfied
R0285,2024-03-12,South,45-54,Female,PhD,Desktop,Python,Hybrid,AI/ML,Udemy,Satisfied
R0286,2024-03-12,West,25-34,Male,PhD,Mobile,JavaScript,Remote,AI/ML,YouTube,Very Satisfied
R0287,2024-03-12,Central,25-34,Non-binary,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,YouTube,Satisfied
R0288,2024-03-12,Central,55+,Female,Bachelor,Desktop,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R0289,2024-03-13,South,45-54,Male,High School,Mobile,Others,Hybrid,Cloud Computing,LinkedIn Learning,Dissatisfied
R0290,2024-03-13,South,35-44,Female,Master,Mobile,C++,Hybrid,AI/ML,Coursera,Very Satisfied
R0291,2024-03-13,North,45-54,Male,Bachelor,Mobile,Python,On-site,AI/ML,Coursera,Satisfied
R0292,2024-03-13,South,18-24,Female,PhD,Mobile,JavaScript,Hybrid,Data Analytics,Coursera,Satisfied
R0293,2024-03-14,South,45-54,Female,High School,Mobile,C++,On-site,Blockchain,Udemy,Satisfied
R0294,2024-03-14,East,35-44,Male,Bachelor,Desktop,Python,Hybrid,Cloud Computing,Others,Very Satisfied
R0295,2024-03-14,South,35-44,Male,Master,Desktop,Python,Hybrid,Cloud Computing,Coursera,Dissatisfied
R0296,2024-03-14,Central,35-44,Female,Bachelor,Tablet,JavaScript,Hybrid,Data Analytics,YouTube,Neutral
R0297,2024-03-15,North,25-34,Male,PhD,Desktop,JavaScript,Hybrid,Cloud Computing,Others,Satisfied
R0298,2024-03-15,South,18-24,Female,Master,Mobile,Python,On-site,AI/ML,Udemy,Very Dissatisfied
R0299,2024-03-15,East,25-34,Female,Master,Mobile,Others,Remote,Cloud Computing,Udemy,Dissatisfied
R0300,2024-03-15,North,45-54,Female,Bachelor,Mobile,C++,Remote,AI/ML,YouTube,Dissatisfied
R0301,2024-03-16,West,45-54,Male,Master,Desktop,Java,On-site,AI/ML,Udemy,Very Satisfied
R0302,2024-03-16,East,25-34,Male,Bachelor,Desktop,Python,Hybrid,Cloud Computing,YouTube,Neutral
R0303,2024-03-16,South,25-34,Female,Bachelor,Mobile,Python,On-site,Cybersecurity,Udemy,Neutral
R0304,2024-03-16,North,25-34,Female,High School,Mobile,Python,Hybrid,Blockchain,YouTube,Satisfied
R0305,2024-03-17,North,55+,Male,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,Coursera,Satisfied
R0306,2024-03-17,North,35-44,Male,Bachelor,Desktop,Others,Hybrid,AI/ML,YouTube,Very Dissatisfied
R0307,2024-03-17,South,18-24,Female,Master,Desktop,Python,Remote,Blockchain,YouTube,Neutral
R0308,2024-03-17,West,35-44,Male,Bachelor,Desktop,C++,On-site,AI/ML,YouTube,Dissatisfied
R0309,2024-03-18,West,55+,Male,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,Udemy,Satisfied
R0310,2024-03-18,East,55+,Male,Master,Mobile,JavaScript,On-site,AI/ML,YouTube,Satisfied
R0311,2024-03-18,North,45-54,Female,Bachelor,Mobile,Python,Hybrid,AI/ML,Udemy,Neutral
R0312,2024-03-18,West,25-34,Female,High School,Mobile,C++,Hybrid,AI/ML,YouTube,Very Satisfied
R0313,2024-03-19,South,25-34,Male,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,Others,Dissatisfied
R0314,2024-03-19,West,45-54,Non-binary,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,Coursera,Very Satisfied
R0315,2024-03-19,South,55+,Female,Bachelor,Mobile,Python,On-site,Cybersecurity,LinkedIn Learning,Satisfied
R0316,2024-03-19,West,25-34,Female,Bachelor,Mobile,JavaScript,On-site,AI/ML,LinkedIn Learning,Satisfied
R0317,2024-03-20,East,18-24,Male,Bachelor,Mobile,JavaScript,On-site,AI/ML,LinkedIn Learning,Satisfied
R0318,2024-03-20,West,25-34,Male,High School,Mobile,Python,Hybrid,Data Analytics,LinkedIn Learning,Neutral
R0319,2024-03-20,North,25-34,Male,Bachelor,Mobile,JavaScript,Remote,Cloud Computing,LinkedIn Learning,Neutral
R0320,2024-03-20,South,55+,Non-binary,Bachelor,Mobile,JavaScript,On-site,Data Analytics,YouTube,Satisfied
R0321,2024-03-21,East,35-44,Male,Master,Desktop,Java,On-site,Cybersecurity,Coursera,Neutral
R0322,2024-03-21,North,35-44,Male,Master,Mobile,Python,Remote,AI/ML,Udemy,Neutral
R0323,2024-03-21,East,18-24,Male,High School,Mobile,C++,Remote,Cloud Computing,YouTube,Satisfied
R0324,2024-03-21,East,35-44,Male,High School,Mobile,Python,Remote,Blockchain,Udemy,Satisfied
R0325,2024-03-22,South,25-34,Female,Master,Desktop,Python,Hybrid,Cloud Computing,LinkedIn Learning,Neutral
R0326,2024-03-22,East,18-24,Female,High School,Mobile,Python,Hybrid,AI/ML,Coursera,Dissatisfied
R0327,2024-03-22,North,35-44,Male,High School,Desktop,Python,Hybrid,Cloud Computing,Udemy,Neutral
R0328,2024-03-22,South,18-24,Female,Bachelor,Desktop,Java,On-site,Cloud Computing,Coursera,Neutral
R0329,2024-03-23,East,18-24,Female,PhD,Mobile,Python,Hybrid,Data Analytics,Others,Very Satisfied
R0330,2024-03-23,North,45-54,Male,Bachelor,Tablet,Python,Hybrid,AI/ML,Coursera,Neutral
R0331,2024-03-23,East,55+,Female,Bachelor,Mobile,Python,Remote,AI/ML,Coursera,Satisfied
R0332,2024-03-23,West,35-44,Female,High School,Mobile,JavaScript,Hybrid,AI/ML,LinkedIn Learning,Neutral
R0333,2024-03-24,East,18-24,Female,Bachelor,Desktop,Java,On-site,Cloud Computing,YouTube,Neutral
R0334,2024-03-24,West,45-54,Male,High School,Desktop,Java,On-site,Cybersecurity,Udemy,Neutral
R0335,2024-03-24,Central,35-44,Female,High School,Mobile,Java,Remote,AI/ML,Coursera,Satisfied
R0336,2024-03-24,North,25-34,Female,Bachelor,Mobile,Python,Hybrid,Cloud Computing,LinkedIn Learning,Neutral
R0337,2024-03-25,West,25-34,Female,Bachelor,Tablet,JavaScript,Remote,AI/ML,YouTube,Neutral
R0338,2024-03-25,North,35-44,Male,Master,Desktop,Java,Hybrid,AI/ML,YouTube,Neutral
R0339,2024-03-25,South,25-34,Male,Bachelor,Mobile,C++,Remote,Cloud Computing,YouTube,Neutral
R0340,2024-03-25,South,55+,Female,Bachelor,Tablet,Others,On-site,Data Analytics,YouTube,Neutral
R0341,2024-03-26,North,18-24,Prefer not to say,Bachelor,Desktop,Java,On-site,Blockchain,YouTube,Very Satisfied
R0342,2024-03-26,South,18-24,Male,Bachelor,Desktop,JavaScript,Remote,Cybersecurity,YouTube,Very Satisfied
R0343,2024-03-26,West,35-44,Female,High School,Desktop,JavaScript,Hybrid,Cybersecurity,LinkedIn Learning,Neutral
R0344,2024-03-26,East,55+,Female,Bachelor,Desktop,Python,Remote,Cloud Computing,Others,Dissatisfied
R0345,2024-03-27,South,35-44,Male,PhD,Tablet,JavaScript,On-site,Cybersecurity,Udemy,Very Satisfied
R0346,2024-03-27,East,35-44,Female,Bachelor,Tablet,Python,Hybrid,Cybersecurity,Udemy,Neutral
R0347,2024-03-27,South,18-24,Female,Bachelor,Mobile,Java,Hybrid,Cybersecurity,LinkedIn Learning,Very Satisfied
R0348,2024-03-27,North,45-54,Female,Master,Desktop,Java,On-site,Cloud Computing,Coursera,Satisfied
R0349,2024-03-28,North,35-44,Male,PhD,Desktop,JavaScript,Remote,AI/ML,YouTube,Satisfied
R0350,2024-03-28,North,35-44,Female,PhD,Desktop,Python,On-site,Data Analytics,YouTube,Neutral
R0351,2024-03-28,South,45-54,Prefer not to say,High School,Desktop,JavaScript,On-site,Cloud Computing,LinkedIn Learning,Very Satisfied
R0352,2024-03-28,South,18-24,Prefer not to say,Master,Desktop,Others,Remote,Cloud Computing,YouTube,Very Satisfied
R0353,2024-03-29,South,25-34,Male,High School,Mobile,Python,On-site,Cybersecurity,Others,Satisfied
R0354,2024-03-29,South,45-54,Male,Bachelor,Mobile,Python,Remote,Cloud Computing,Udemy,Very Satisfied
R0355,2024-03-29,North,45-54,Male,Bachelor,Desktop,Python,Remote,Cloud Computing,Coursera,Satisfied
R0356,2024-03-29,West,18-24,Female,Bachelor,Mobile,JavaScript,Remote,Cloud Computing,YouTube,Satisfied
R0357,2024-03-30,South,45-54,Male,Bachelor,Mobile,Java,Hybrid,Cybersecurity,LinkedIn Learning,Dissatisfied
R0358,2024-03-30,South,35-44,Female,PhD,Desktop,Python,Remote,Cloud Computing,Udemy,Satisfied
R0359,2024-03-30,East,45-54,Male,Master,Mobile,Python,Hybrid,Cybersecurity,YouTube,Very Satisfied
R0360,2024-03-30,Central,18-24,Female,Bachelor,Mobile,JavaScript,Remote,Cloud Computing,Coursera,Neutral
R0361,2024-03-31,North,35-44,Male,Bachelor,Mobile,Python,On-site,AI/ML,Others,Very Dissatisfied
R0362,2024-03-31,East,18-24,Male,Master,Mobile,Python,Hybrid,Data Analytics,LinkedIn Learning,Very Satisfied
R0363,2024-03-31,West,25-34,Male,Master,Mobile,Python,Remote,Data Analytics,LinkedIn Learning,Neutral
R0364,2024-03-31,West,18-24,Male,Bachelor,Mobile,JavaScript,On-site,AI/ML,YouTube,Very Satisfied
R0365,2024-04-01,South,55+,Male,Bachelor,Desktop,Python,Hybrid,Cloud Computing,Udemy,Very Dissatisfied
R0366,2024-04-01,West,25-34,Female,High School,Mobile,Python,Remote,Cloud Computing,Udemy,Dissatisfied
R0367,2024-04-01,East,35-44,Male,High School,Desktop,Python,On-site,AI/ML,YouTube,Satisfied
R0368,2024-04-01,South,18-24,Female,High School,Desktop,Python,Remote,Cloud Computing,LinkedIn Learning,Satisfied
R0369,2024-04-02,West,18-24,Female,Bachelor,Desktop,JavaScript,On-site,Cloud Computing,YouTube,Very Satisfied
R0370,2024-04-02,Central,35-44,Female,Bachelor,Mobile,Python,On-site,Cybersecurity,Others,Satisfied
R0371,2024-04-02,West,35-44,Male,Master,Tablet,C++,Hybrid,AI/ML,YouTube,Very Dissatisfied
R0372,2024-04-02,North,45-54,Female,Master,Tablet,Python,Remote,AI/ML,Coursera,Satisfied
R0373,2024-04-03,South,45-54,Non-binary,High School,Mobile,C++,Remote,AI/ML,YouTube,Neutral
R0374,2024-04-03,North,55+,Male,Bachelor,Mobile,Python,Hybrid,Cybersecurity,Udemy,Neutral
R0375,2024-04-03,Central,45-54,Female,High School,Mobile,Python,Hybrid,Cloud Computing,Coursera,Dissatisfied
R0376,2024-04-03,Central,55+,Male,Master,Mobile,Python,Remote,AI/ML,Coursera,Dissatisfied
R0377,2024-04-04,North,45-54,Female,Bachelor,Mobile,Python,Hybrid,Cloud Computing,YouTube,Very Satisfied
R0378,2024-04-04,East,55+,Male,Master,Desktop,Others,On-site,Cloud Computing,Udemy,Dissatisfied
R0379,2024-04-04,South,25-34,Male,Master,Desktop,Python,Hybrid,Cloud Computing,YouTube,Very Dissatisfied
R0380,2024-04-04,North,18-24,Female,Master,Mobile,JavaScript,Hybrid,AI/ML,YouTube,Satisfied
R0381,2024-04-05,South,55+,Female,PhD,Mobile,Others,Hybrid,AI/ML,YouTube,Very Satisfied
R0382,2024-04-05,West,25-34,Male,Master,Mobile,JavaScript,Remote,Data Analytics,LinkedIn Learning,Satisfied
R0383,2024-04-05,South,25-34,Female,Bachelor,Mobile,Python,Hybrid,Cloud Computing,LinkedIn Learning,Satisfied
R0384,2024-04-05,South,45-54,Female,Bachelor,Mobile,Python,On-site,AI/ML,Others,Neutral
R0385,2024-04-06,East,18-24,Male,Bachelor,Mobile,JavaScript,On-site,Cloud Computing,Udemy,Very Satisfied
R0386,2024-04-06,South,18-24,Female,PhD,Desktop,Python,Remote,Cloud Computing,Coursera,Dissatisfied
R0387,2024-04-06,West,35-44,Male,Bachelor,Mobile,Python,Hybrid,Cybersecurity,Udemy,Very Satisfied
R0388,2024-04-06,South,18-24,Male,Master,Mobile,Python,Remote,Data Analytics,Udemy,Satisfied
R0389,2024-04-07,East,45-54,Non-binary,Bachelor,Desktop,Others,On-site,Cybersecurity,Udemy,Satisfied
R0390,2024-04-07,West,35-44,Female,Bachelor,Desktop,Java,Remote,Data Analytics,Udemy,Dissatisfied
R0391,2024-04-07,East,25-34,Female,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,Udemy,Satisfied
R0392,2024-04-07,North,25-34,Male,PhD,Tablet,Python,Hybrid,AI/ML,Udemy,Neutral
R0393,2024-04-08,Central,25-34,Female,Bachelor,Tablet,Python,Hybrid,Cybersecurity,Udemy,Very Satisfied
R0394,2024-04-08,Central,18-24,Female,Bachelor,Mobile,JavaScript,Hybrid,AI/ML,YouTube,Satisfied
R0395,2024-04-08,West,55+,Male,Bachelor,Mobile,Python,Hybrid,Cybersecurity,YouTube,Satisfied
R0396,2024-04-08,North,45-54,Prefer not to say,High School,Mobile,C++,On-site,Cloud Computing,YouTube,Very Satisfied
R0397,2024-04-09,East,25-34,Male,Bachelor,Mobile,Java,Remote,AI/ML,Udemy,Satisfied
R0398,2024-04-09,Central,35-44,Male,Master,Mobile,C++,Remote,Cloud Computing,YouTube,Satisfied
R0399,2024-04-09,Central,45-54,Male,Bachelor,Desktop,Others,Remote,Cloud Computing,Coursera,Dissatisfied
R0400,2024-04-09,North,25-34,Female,High School,Mobile,Python,Remote,Cloud Computing,Coursera,Very Satisfied
R0401,2024-04-10,East,45-54,Female,High School,Mobile,Python,Remote,Cloud Computing,Udemy,Very Satisfied
R0402,2024-04-10,North,25-34,Female,High School,Desktop,Python,On-site,Data Analytics,YouTube,Satisfied
R0403,2024-04-10,South,25-34,Female,Master,Desktop,Java,Hybrid,AI/ML,Udemy,Satisfied
R0404,2024-04-10,West,25-34,Male,PhD,Mobile,Others,On-site,Cybersecurity,Udemy,Neutral
R0405,2024-04-11,Central,25-34,Male,Master,Mobile,Python,Remote,Cloud Computing,LinkedIn Learning,Very Satisfied
R0406,2024-04-11,Central,35-44,Female,Bachelor,Desktop,Python,On-site,AI/ML,LinkedIn Learning,Very Dissatisfied
R0407,2024-04-11,South,25-34,Female,Bachelor,Desktop,Python,Remote,Blockchain,Udemy,Dissatisfied
R0408,2024-04-11,South,35-44,Female,Master,Desktop,JavaScript,Hybrid,AI/ML,LinkedIn Learning,Satisfied
R0409,2024-04-12,West,25-34,Female,Master,Mobile,Python,Remote,Cybersecurity,LinkedIn Learning,Very Satisfied
R0410,2024-04-12,West,25-34,Male,PhD,Mobile,Python,Remote,AI/ML,YouTube,Very Satisfied
R0411,2024-04-12,West,25-34,Female,High School,Mobile,JavaScript,On-site,AI/ML,LinkedIn Learning,Neutral
R0412,2024-04-12,East,35-44,Male,High School,Desktop,Python,On-site,Cloud Computing,YouTube,Neutral
R0413,2024-04-13,South,35-44,Female,PhD,Desktop,JavaScript,Hybrid,Data Analytics,YouTube,Very Satisfied
R0414,2024-04-13,South,25-34,Female,Master,Desktop,Python,Hybrid,AI/ML,Udemy,Satisfied
R0415,2024-04-13,South,18-24,Male,Master,Tablet,JavaScript,Remote,Cloud Computing,Udemy,Neutral
R0416,2024-04-13,North,18-24,Female,Bachelor,Mobile,Python,Hybrid,Data Analytics,Others,Satisfied
R0417,2024-04-14,East,18-24,Female,Bachelor,Desktop,Python,Remote,AI/ML,Coursera,Very Satisfied
R0418,2024-04-14,North,55+,Male,Bachelor,Desktop,Others,Hybrid,Data Analytics,Coursera,Satisfied
R0419,2024-04-14,South,35-44,Female,Bachelor,Mobile,JavaScript,Remote,Cloud Computing,Udemy,Neutral
R0420,2024-04-14,West,45-54,Female,Master,Desktop,Python,Remote,AI/ML,Coursera,Neutral
R0421,2024-04-15,Central,18-24,Male,PhD,Mobile,Python,Hybrid,Cloud Computing,YouTube,Very Satisfied
R0422,2024-04-15,North,35-44,Female,Bachelor,Desktop,Java,Remote,Cloud Computing,Udemy,Satisfied
R0423,2024-04-15,South,35-44,Female,Master,Desktop,Java,Remote,Cybersecurity,Coursera,Very Satisfied
R0424,2024-04-15,West,35-44,Male,PhD,Mobile,Python,Remote,Cybersecurity,Udemy,Satisfied
R0425,2024-04-16,West,25-34,Female,Bachelor,Mobile,Others,Remote,AI/ML,Udemy,Very Dissatisfied
R0426,2024-04-16,South,18-24,Male,Bachelor,Mobile,JavaScript,On-site,Cloud Computing,Coursera,Satisfied
R0427,2024-04-16,North,55+,Male,Bachelor,Desktop,Python,Hybrid,AI/ML,LinkedIn Learning,Dissatisfied
R0428,2024-04-16,West,55+,Male,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,YouTube,Satisfied
R0429,2024-04-17,North,45-54,Male,High School,Desktop,JavaScript,On-site,Cloud Computing,Coursera,Neutral
R0430,2024-04-17,East,18-24,Female,PhD,Mobile,Python,Remote,AI/ML,Coursera,Neutral
R0431,2024-04-17,North,55+,Female,Bachelor,Desktop,Python,Hybrid,Cybersecurity,LinkedIn Learning,Neutral
R0432,2024-04-17,South,55+,Male,Master,Tablet,Python,Hybrid,AI/ML,Coursera,Satisfied
R0433,2024-04-18,East,55+,Female,Bachelor,Desktop,Others,Remote,Blockchain,YouTube,Neutral
R0434,2024-04-18,South,18-24,Male,Master,Mobile,Python,Hybrid,Data Analytics,Coursera,Very Satisfied
R0435,2024-04-18,East,18-24,Female,Master,Desktop,Python,On-site,Cloud Computing,LinkedIn Learning,Neutral
R0436,2024-04-18,West,35-44,Male,PhD,Mobile,JavaScript,Remote,Cybersecurity,Udemy,Very Satisfied
R0437,2024-04-19,North,35-44,Female,Bachelor,Mobile,JavaScript,Remote,Cloud Computing,YouTube,Very Satisfied
R0438,2024-04-19,North,25-34,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,YouTube,Satisfied
R0439,2024-04-19,North,18-24,Female,Bachelor,Desktop,JavaScript,On-site,AI/ML,YouTube,Very Satisfied
R0440,2024-04-19,North,35-44,Female,High School,Tablet,Java,Remote,AI/ML,YouTube,Very Satisfied
R0441,2024-04-20,North,35-44,Male,Bachelor,Tablet,JavaScript,On-site,AI/ML,Coursera,Satisfied
R0442,2024-04-20,North,18-24,Female,Master,Mobile,Python,Hybrid,AI/ML,Coursera,Very Satisfied
R0443,2024-04-20,North,55+,Female,Master,Mobile,Python,Remote,AI/ML,YouTube,Neutral
R0444,2024-04-20,West,35-44,Male,PhD,Mobile,Python,Remote,Cybersecurity,Others,Satisfied
R0445,2024-04-21,Central,45-54,Male,Bachelor,Mobile,Others,Remote,Cybersecurity,Coursera,Neutral
R0446,2024-04-21,East,35-44,Female,Master,Desktop,Python,Hybrid,AI/ML,Coursera,Satisfied
R0447,2024-04-21,South,35-44,Prefer not to say,High School,Desktop,Python,Remote,AI/ML,Others,Dissatisfied
R0448,2024-04-21,Central,55+,Male,Bachelor,Desktop,JavaScript,Hybrid,Cloud Computing,Udemy,Neutral
R0449,2024-04-22,North,25-34,Female,Bachelor,Mobile,Java,Remote,Cloud Computing,LinkedIn Learning,Satisfied
R0450,2024-04-22,South,35-44,Female,Master,Desktop,JavaScript,Hybrid,AI/ML,YouTube,Satisfied
R0451,2024-04-22,East,35-44,Male,High School,Mobile,Python,Hybrid,AI/ML,Udemy,Dissatisfied
R0452,2024-04-22,North,25-34,Male,Master,Desktop,Python,Hybrid,Data Analytics,YouTube,Very Satisfied
R0453,2024-04-23,Central,35-44,Female,Bachelor,Desktop,Python,Hybrid,Data Analytics,Udemy,Very Satisfied
R0454,2024-04-23,South,18-24,Male,Bachelor,Desktop,JavaScript,Hybrid,Cybersecurity,YouTube,Very Satisfied
R0455,2024-04-23,North,35-44,Male,Bachelor,Mobile,Java,Remote,Cybersecurity,Udemy,Neutral
R0456,2024-04-23,Central,18-24,Male,PhD,Mobile,JavaScript,Hybrid,Cybersecurity,Others,Very Dissatisfied
R0457,2024-04-24,West,25-34,Female,High School,Mobile,C++,Remote,AI/ML,YouTube,Dissatisfied
R0458,2024-04-24,East,35-44,Male,Master,Desktop,Python,Hybrid,AI/ML,Others,Neutral
R0459,2024-04-24,Central,25-34,Female,Master,Desktop,Others,Hybrid,AI/ML,Udemy,Neutral
R0460,2024-04-24,East,25-34,Female,Bachelor,Mobile,JavaScript,Hybrid,AI/ML,Coursera,Satisfied
R0461,2024-04-25,North,45-54,Female,Bachelor,Desktop,C++,On-site,AI/ML,Others,Satisfied
R0462,2024-04-25,South,18-24,Female,High School,Mobile,Python,On-site,Data Analytics,Coursera,Dissatisfied
R0463,2024-04-25,Central,45-54,Male,Master,Tablet,JavaScript,Remote,Cloud Computing,Udemy,Satisfied
R0464,2024-04-25,North,25-34,Female,Master,Mobile,Others,Remote,Cybersecurity,Udemy,Neutral
R0465,2024-04-26,Central,25-34,Female,High School,Desktop,Java,Hybrid,AI/ML,LinkedIn Learning,Very Satisfied
R0466,2024-04-26,North,45-54,Male,Master,Mobile,Python,On-site,Cloud Computing,YouTube,Neutral
R0467,2024-04-26,East,35-44,Male,Master,Desktop,Java,Remote,Data Analytics,Udemy,Neutral
R0468,2024-04-26,South,45-54,Female,High School,Mobile,C++,Remote,Blockchain,Udemy,Neutral
R0469,2024-04-27,South,25-34,Non-binary,Bachelor,Desktop,Python,Remote,AI/ML,Udemy,Very Dissatisfied
R0470,2024-04-27,South,25-34,Male,Bachelor,Mobile,C++,Hybrid,Cloud Computing,YouTube,Very Dissatisfied
R0471,2024-04-27,South,18-24,Female,Bachelor,Mobile,Python,Hybrid,AI/ML,LinkedIn Learning,Neutral
R0472,2024-04-27,South,25-34,Male,Master,Mobile,Python,Hybrid,Blockchain,Coursera,Dissatisfied
R0473,2024-04-28,South,18-24,Male,Bachelor,Mobile,Python,On-site,Data Analytics,Udemy,Very Satisfied
R0474,2024-04-28,North,18-24,Female,PhD,Mobile,Python,Hybrid,AI/ML,Coursera,Neutral
R0475,2024-04-28,West,18-24,Male,PhD,Mobile,Python,Remote,AI/ML,Coursera,Neutral
R0476,2024-04-28,South,25-34,Female,Bachelor,Desktop,C++,Remote,Cybersecurity,Coursera,Very Dissatisfied
R0477,2024-04-29,East,55+,Female,Bachelor,Mobile,Others,On-site,AI/ML,Udemy,Satisfied
R0478,2024-04-29,North,25-34,Male,Master,Mobile,Java,Remote,AI/ML,YouTube,Satisfied
R0479,2024-04-29,North,18-24,Female,Bachelor,Mobile,Python,On-site,Data Analytics,Coursera,Satisfied
R0480,2024-04-29,North,55+,Male,Bachelor,Mobile,Python,Remote,Cybersecurity,YouTube,Neutral
R0481,2024-04-30,North,18-24,Female,High School,Desktop,JavaScript,Remote,Blockchain,YouTube,Dissatisfied
R0482,2024-04-30,North,45-54,Male,Bachelor,Desktop,C++,On-site,Data Analytics,LinkedIn Learning,Very Satisfied
R0483,2024-04-30,South,25-34,Male,Bachelor,Mobile,Python,Hybrid,AI/ML,Coursera,Satisfied
